ST_CODE,State name,Month,Year,PC Number,PC name,PC Type,Candidate Name,Candidate Sex,Candidate Category,Candidate Age,Party Abbreviation,Total Votes Polled,Position
S01,Andhra Pradesh,3,2009,3,Karimnagar,GEN,BARIGE GATTAIAH YADAV,M,GEN,32,IND,26026,5
S01,Andhra Pradesh,3,2009,3,Karimnagar,GEN,VIRESHAM NALIMELA,M,GEN,58,BSP,16332,6
S01,Andhra Pradesh,3,2009,3,Karimnagar,GEN,B. SURESH,M,GEN,32,IND,12668,7
S01,Andhra Pradesh,3,2009,3,Karimnagar,GEN,T. SRIMANNARAYANA,M,GEN,68,PPOI,9871,8
S01,Andhra Pradesh,3,2009,3,Karimnagar,GEN,K. PRABHAKAR,M,GEN,43,IND,8062,9
S01,Andhra Pradesh,3,2009,3,Karimnagar,GEN,KORIVI VENUGOPAL,M,SC,46,IND,7520,10
S01,Andhra Pradesh,3,2009,3,Karimnagar,GEN,PANAKANTI SATISH KUMAR,M,GEN,46,IND,6558,11
S01,Andhra Pradesh,3,2009,3,Karimnagar,GEN,PEDDI RAVINDER,M,GEN,29,IND,5851,12
S01,Andhra Pradesh,3,2009,3,Karimnagar,GEN,GADDAM RAJI REDDY,M,GEN,48,IND,5205,13
S01,Andhra Pradesh,3,2009,3,Karimnagar,GEN,LINGAMPALLI SRINIVAS REDDY,M,GEN,39,MCPI(S),4399,14
S01,Andhra Pradesh,3,2009,3,Karimnagar,GEN,RAGULA RAMULU,M,SC,40,RPI(A),3279,15
S01,Andhra Pradesh,3,2009,4,Nizamabad,GEN,MADHU YASKHI GOUD,M,GEN,50,INC,296504,1
S01,Andhra Pradesh,3,2009,4,Nizamabad,GEN,BIGALA GANESH GUPTA,M,GEN,39,TRS,236114,2
S01,Andhra Pradesh,3,2009,4,Nizamabad,GEN,P.VINAY KUMAR,M,GEN,51,PRAP,165790,3
S01,Andhra Pradesh,3,2009,4,Nizamabad,GEN,DR. BAPU REDDY,M,GEN,59,BJP,113756,4
S01,Andhra Pradesh,3,2009,4,Nizamabad,GEN,YEDLA RAMU,M,SC,53,BSP,15144,5
S01,Andhra Pradesh,3,2009,4,Nizamabad,GEN,RAPELLY SRINIVAS,M,GEN,34,IND,13503,6
S01,Andhra Pradesh,3,2009,4,Nizamabad,GEN,DUDDEMPUDI SAMBASIVA RAO CHOUDARY,M,GEN,62,LSP,11649,7
S01,Andhra Pradesh,3,2009,4,Nizamabad,GEN,DR. V.SATHYANARAYANA MURTHY,M,GEN,52,PPOI,10296,8
S01,Andhra Pradesh,3,2009,4,Nizamabad,GEN,KANDEM PRABHAKAR,M,GEN,44,IND,9292,9
S01,Andhra Pradesh,3,2009,4,Nizamabad,GEN,S. SUJATHA,F,GEN,43,TPPP,6385,10
S01,Andhra Pradesh,3,2009,4,Nizamabad,GEN,GADDAM SRINIVAS,M,GEN,47,IND,6304,11
S01,Andhra Pradesh,3,2009,4,Nizamabad,GEN,AARIS MOHAMMED,M,GEN,46,IND,4774,12
S01,Andhra Pradesh,3,2009,5,Zahirabad,GEN,SURESH KUMAR SHETKAR,M,GEN,46,INC,395767,1
S01,Andhra Pradesh,3,2009,5,Zahirabad,GEN,SYED YOUSUF ALI,M,GEN,54,TRS,378360,2
S01,Andhra Pradesh,3,2009,5,Zahirabad,GEN,MALKAPURAM SHIVA KUMAR,M,GEN,43,PRAP,112792,3
S01,Andhra Pradesh,3,2009,5,Zahirabad,GEN,CHENGAL BAGANNA,M,GEN,66,BJP,50189,4
S01,Andhra Pradesh,3,2009,5,Zahirabad,GEN,BASAVA RAJ PATIL,M,GEN,39,IND,22256,5
S01,Andhra Pradesh,3,2009,5,Zahirabad,GEN,BENJAMIN RAJU,M,GEN,39,IJP,18196,6
S01,Andhra Pradesh,3,2009,5,Zahirabad,GEN,M.VISHNU MUDIRAJ,M,GEN,35,BSP,13598,7
S01,Andhra Pradesh,3,2009,5,Zahirabad,GEN,MALLESH RAVINDER REDDY,M,GEN,39,LSP,13468,8
S01,Andhra Pradesh,3,2009,5,Zahirabad,GEN,POWAR SINGH HATTI SINGH,M,ST,36,IND,6920,9
S01,Andhra Pradesh,3,2009,5,Zahirabad,GEN,CHITTA RAJESHWAR  RAO,M,GEN,45,IND,5744,10
S01,Andhra Pradesh,3,2009,6,Medak,GEN,VIJAYA SHANTHI .M,F,GEN,43,TRS,388839,1
S01,Andhra Pradesh,3,2009,6,Medak,GEN,NARENDRANATH .C,M,GEN,45,INC,382762,2
S01,Andhra Pradesh,3,2009,6,Medak,GEN,KHAJA QUAYUM ANWAR,M,GEN,43,PRAP,120812,3
S01,Andhra Pradesh,3,2009,6,Medak,GEN,P. NIROOP REDDY,M,GEN,50,BJP,69027,4
S01,Andhra Pradesh,3,2009,6,Medak,GEN,KUNDETI RAVI,M,GEN,32,IND,38714,5
S01,Andhra Pradesh,3,2009,6,Medak,GEN,Y. SHANKAR GOUD,M,GEN,44,BSP,22097,6
S01,Andhra Pradesh,3,2009,6,Medak,GEN,K. SUDHEER REDDY,M,GEN,37,LSP,19395,7
S01,Andhra Pradesh,3,2009,6,Medak,GEN,KOVURI PRABHAKAR,M,GEN,51,PPOI,11225,8
S01,Andhra Pradesh,3,2009,6,Medak,GEN,D. YADESHWAR,M,GEN,46,BSP(AP),7401,9
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,SARVEY SATHYANARAYANA,M,SC,54,INC,388368,1
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,BHEEMSEN.T,M,GEN,60,TDP,295042,2
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,T.DEVENDER GOUD,M,GEN,56,PRAP,238886,3
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,INDRASENA REDDY NALLU,M,GEN,56,BJP,130206,4
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,DR.LAVU RATHAIAH (VIGNAN),M,GEN,56,LSP,109036,5
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,KOYALKAR BHOJRAJ,M,GEN,35,IND,6253,6
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,M.BABU RAO PADMASHALI,M,GEN,52,BSP,5951,7
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,S.D.KRISHNA MURTHY,M,SC,51,TPPP,5314,8
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,LT.COL. (Retd.) DUSERLA PAPA RAIDU,M,GEN,62,IND,4270,9
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,N.V.RAMA REDDY,M,GEN,53,PPOI,4054,10
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,K.SRINIVASA RAJU,M,GEN,44,IND,3735,11
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,NARENDER KUMBALA,M,SC,39,BPD,3237,12
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,MOHAMMED MANSOOR ALI,M,GEN,31,IND,2437,13
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,KANTE KANAKAIAH GANGAPUTRA,M,GEN,63,IND,2175,14
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,CHENNURI VENKATA SUBBA RAO,M,GEN,52,IND,2066,15
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,LION C.FRANCIS.MJF,M,GEN,56,SP,1347,16
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,JAJULA BHASKAR,M,SC,34,IND,1227,17
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,PRATHANI RAMAKRISHNA,M,GEN,42,RKSP,1164,18
S01,Andhra Pradesh,3,2009,7,Malkajgiri,GEN,S.VICTOR,M,GEN,40,IND,946,19
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,ANJAN KUMAR YADAV M,M,GEN,47,INC,340549,1
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,BANDARU DATTATREYA,M,GEN,61,BJP,170382,2
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,SRINIVASA SUDHISH RAMBHOTLA,M,GEN,40,TDP,135604,3
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,DR. DASOJU  SRAVAN KUMAR,M,GEN,41,PRAP,91414,4
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,C.V.L. NARASIMHA RAO,M,GEN,51,LSP,52641,5
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,M. D. MAHMOOD ALI,M,GEN,55,TRS,33144,6
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,ABDUS SATTAR MUJAHED,M,GEN,41,MUL,18720,7
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,IMDAD JAH,M,GEN,64,ANC,3095,8
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,B. GOPALA KRISHNA,M,GEN,42,IND,2655,9
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,AMBATI KRISHNA MURTHY,M,GEN,50,IND,2299,10
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,M. VENKATESH,M,GEN,32,BSP,2275,11
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,P. DAMODER REDDY,M,GEN,48,PPOI,1889,12
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,BABER ALI KHAN,M,GEN,51,IND,1543,13
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,CH. MURAHARI,M,GEN,49,IND,1406,14
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,S. DEVAIAH,M,SC,59,TPPP,1386,15
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,K. SRINIVASA CHARI,M,GEN,49,IND,964,16
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,DEVI DAS RAO GHODKE,M,GEN,63,IND,949,17
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,M. BHAGYA MATHA,F,SC,38,IND,878,18
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,ASEERVADAM LELLAPALLI,M,SC,51,IND,871,19
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,SHIRAZ  KHAN,F,GEN,39,UWF,699,20
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,DR .POLISHETTY RAM MOHAN,M,GEN,57,SAP,663,21
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,MOHD. OSMAN QURESHEE,M,GEN,35,AJBP,539,22
S01,Andhra Pradesh,3,2009,8,Secundrabad,GEN,G. RAJAIAH,M,SC,48,IND,473,23
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,ASADUDDIN OWAISI,M,GEN,41,AIMIM,308061,1
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,ZAHID ALI KHAN,M,GEN,66,TDP,194196,2
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,P. LAXMAN RAO GOUD,M,GEN,55,INC,93917,3
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,SATISH AGARWAL,M,GEN,38,BJP,75503,4
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,FATIMA .A,F,GEN,41,PRAP,24433,5
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,P. VENKATESWARA RAO,M,GEN,58,PPOI,13085,6
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,MD. OSMAN,M,GEN,43,IND,2791,7
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,SAMY MOHAMMED,M,GEN,29,BSP,2149,8
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,M.A. BASITH,M,GEN,55,IND,2130,9
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,S. GOPAL SINGH,M,GEN,34,IND,2049,10
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,B. RAVI YADAV,M,GEN,33,IND,2008,11
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,D. SURENDER,M,SC,36,TPPP,1713,12
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,TAHER KAMAL KHUNDMIRI,M,GEN,52,JD(S),1620,13
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,M.A. HABEEB,M,GEN,31,IND,1132,14
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,SYED ABDUL GAFFER,M,GEN,51,IND,1037,15
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,ZAHID ALI KHAN,M,GEN,26,IND,953,16
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,ALTAF AHMED KHAN,M,GEN,43,IND,797,17
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,N.L. SRINIVAS,M,GEN,31,IND,771,18
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,ALKASARY MOHSIN,M,GEN,33,IND,655,19
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,M.A. QUDDUS GHORI,M,GEN,43,IND,558,20
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,SARDAR SINGH,M,GEN,62,IND,523,21
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,M.A. SATTAR,M,GEN,29,IND,522,22
S01,Andhra Pradesh,3,2009,9,Hyderabad,GEN,D. SADANAND,M,SC,45,IND,505,23
S01,Andhra Pradesh,3,2009,10,CHELVELLA,GEN,JAIPAL REDDY SUDINI,M,GEN,67,INC,420807,1
S01,Andhra Pradesh,3,2009,10,CHELVELLA,GEN,A.P.JITHENDER REDDY,M,GEN,54,TDP,402275,2
S01,Andhra Pradesh,3,2009,10,CHELVELLA,GEN,BADDAM BAL REDDY,M,GEN,64,BJP,112701,3
S01,Andhra Pradesh,3,2009,10,CHELVELLA,GEN,KUMMARI GIRI,M,GEN,28,PPOI,37076,4
S01,Andhra Pradesh,3,2009,10,CHELVELLA,GEN,DR.B.RAGHUVEER REDDY,M,GEN,42,LSP,35600,5
S01,Andhra Pradesh,3,2009,10,CHELVELLA,GEN,KASANI GNANESWAR,M,GEN,54,MANP,19996,6
S01,Andhra Pradesh,3,2009,10,CHELVELLA,GEN,S.MALLA REDDY,M,GEN,43,IND,14217,7
S01,Andhra Pradesh,3,2009,10,CHELVELLA,GEN,LAXMINARAYANA,M,GEN,27,IND,9638,8
S01,Andhra Pradesh,3,2009,10,CHELVELLA,GEN,SAMA SRINIVASULU,M,GEN,34,GRIP,8618,9
S01,Andhra Pradesh,3,2009,10,CHELVELLA,GEN,SAYAMOLLA NARSIMULU,M,SC,30,IND,8472,10
S01,Andhra Pradesh,3,2009,10,CHELVELLA,GEN,C.SRINIVAS RAO,M,GEN,39,BSP,4439,11
S01,Andhra Pradesh,3,2009,10,CHELVELLA,GEN,VENKATRAM NAIK,M,ST,34,IND,3581,12
S01,Andhra Pradesh,3,2009,10,CHELVELLA,GEN,DASARI SARALA DEVI,F,GEN,39,MCPI(S),3292,13
S01,Andhra Pradesh,3,2009,10,CHELVELLA,GEN,RAMESHWARAM JANGAIAH,M,GEN,58,IND,2181,14
S01,Andhra Pradesh,3,2009,10,CHELVELLA,GEN,G.MALLESHAM GOUD,M,GEN,32,IND,2107,15
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,K. CHANDRASEKHAR RAO,M,GEN,55,TRS,366569,1
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,DEVARAKONDA VITTAL RAO,M,GEN,57,INC,346385,2
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,KUCHAKULLA YADAGIRI REDDY,M,GEN,51,BJP,57955,3
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,B. BALRAJ GOUD,M,GEN,44,MANP,19261,4
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,GANGAPURI RAVINDAR GOUD,M,GEN,28,IND,13996,5
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,PALEM SUDARSHAN GOUD,M,GEN,42,BSP,13593,6
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,KARRE JANGAIAH,M,SC,29,IND,11268,7
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,BUDIGA JANGAM LAXMAMMA,F,SC,30,IND,9814,8
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,ASIRVADAM,M,SC,35,GRIP,9543,9
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,MOHD. GHOUSE MOINUDDIN,M,GEN,76,IND,8298,10
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,ABDUL KAREEM KHAJA MOHAMMAD,M,GEN,50,LSP,7412,11
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,CHENNAMSETTY DASHARATHA RAMULU HOLEA DASARI,M,SC,31,IND,6873,12
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,B. SEENAIAH GOUD,M,GEN,62,IND,6351,13
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,V. VENKATESHWARLU,M,GEN,32,IND,4071,14
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,GAJJA NARSIMULU,M,SC,35,IND,3740,15
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,KOLLA VENKATESH MADIGA,M,SC,37,TPPP,3067,16
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,YETTY LINGAIAH,M,SC,52,IND,2977,17
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,USHAN SATHYAMMA,F,SC,32,IND,2966,18
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,KANDUR KURMAIAH,M,SC,56,IND,2947,19
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,NAGENDER REDDY. K,M,GEN,49,IND,2828,20
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,PANDU,M,SC,29,IND,2718,21
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,K. NARSIMULU,M,SC,52,IND,2663,22
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,MUNISWAMY.C.R,M,SC,32,SJP(R),2603,23
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,YETTI CHINNA YENKAIAH,M,SC,47,IND,2426,24
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,GUNDALA VIJAYALAKSHMI,F,GEN,61,PPOI,2286,25
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,RAIKANTI RAMADAS MADIGA,M,SC,40,IND,2164,26
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,M.A. JABBAR,M,GEN,39,IND,2084,27
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,USAIN RANGAMMA,F,SC,50,IND,2000,28
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,DEPALLY MAISAIAH,M,SC,27,IND,1974,29
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,DEPALLE SAYANNA,M,SC,47,IND,1937,30
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,RAJESH NAIK,M,ST,29,IND,1893,31
S01,Andhra Pradesh,3,2009,11,Mahbubnagar,GEN,MALA JANGILAMMA,F,SC,29,IND,1854,32
S01,Andhra Pradesh,3,2009,12,Nagarkurnool,SC,DR. MANDA JAGANNATH,M,SC,57,INC,422745,1
S01,Andhra Pradesh,3,2009,12,Nagarkurnool,SC,GUVVALA BALARAJU,M,SC,31,TRS,374978,2
S01,Andhra Pradesh,3,2009,12,Nagarkurnool,SC,DEVANI SATYANARAYANA,M,SC,39,PRAP,62216,3
S01,Andhra Pradesh,3,2009,12,Nagarkurnool,SC,DR. T. RATNAKARA,M,SC,50,BJP,49696,4
S01,Andhra Pradesh,3,2009,12,Nagarkurnool,SC,SIRIGIRI MANNEM,M,SC,36,IND,36533,5
S01,Andhra Pradesh,3,2009,12,Nagarkurnool,SC,HANUMANTHU,M,SC,28,IND,20899,6
S01,Andhra Pradesh,3,2009,12,Nagarkurnool,SC,N. KURUMAIAH,M,SC,27,IND,15782,7
S01,Andhra Pradesh,3,2009,12,Nagarkurnool,SC,TANGIRALA PARAMJYOTHI,M,SC,50,BSP,11830,8
S01,Andhra Pradesh,3,2009,12,Nagarkurnool,SC,A.V. SHIVA KUMAR,M,SC,42,IND,7708,9
S01,Andhra Pradesh,3,2009,12,Nagarkurnool,SC,G. VIDYASAGAR,M,SC,50,LSP,7225,10
S01,Andhra Pradesh,3,2009,12,Nagarkurnool,SC,S.P.FERRY ROY,M,SC,27,PPOI,6575,11
S01,Andhra Pradesh,3,2009,12,Nagarkurnool,SC,BUDDULA SRINIVAS,M,SC,35,IND,5425,12
S01,Andhra Pradesh,3,2009,12,Nagarkurnool,SC,ANAPOSALA VENKATESH,M,SC,27,IND,3755,13
S01,Andhra Pradesh,3,2009,13,Nalgonda,GEN,GUTHA SUKENDER REDDY,M,GEN,55,INC,493849,1
S01,Andhra Pradesh,3,2009,13,Nalgonda,GEN,SURAVARAM SUDHAKAR REDDY,M,GEN,61,CPI,340867,2
S01,Andhra Pradesh,3,2009,13,Nalgonda,GEN,PADURI KARUNA,F,GEN,52,PRAP,150275,3
S01,Andhra Pradesh,3,2009,13,Nalgonda,GEN,VEDIRE SRIRAM REDDY,M,GEN,39,BJP,22590,4
S01,Andhra Pradesh,3,2009,13,Nalgonda,GEN,A. NAGESHWAR RAO,M,GEN,59,PPOI,12437,5
S01,Andhra Pradesh,3,2009,13,Nalgonda,GEN,MARRY NEHEMIAH,M,GEN,55,IND,11722,6
S01,Andhra Pradesh,3,2009,13,Nalgonda,GEN,SHAIK AHMED,M,GEN,57,IND,10687,7
S01,Andhra Pradesh,3,2009,13,Nalgonda,GEN,BOLUSANI KRISHNAIAH,M,GEN,45,IND,9489,8
S01,Andhra Pradesh,3,2009,13,Nalgonda,GEN,NAZEERUDDIN,M,GEN,40,BSP,9371,9
S01,Andhra Pradesh,3,2009,13,Nalgonda,GEN,K.V.SRINIVASA CHARYULU,M,GEN,30,IND,4401,10
S01,Andhra Pradesh,3,2009,13,Nalgonda,GEN,DAIDA LINGAIAH,M,SC,51,IND,3837,11
S01,Andhra Pradesh,3,2009,13,Nalgonda,GEN,YALAGANDULA RAMU,M,GEN,41,IND,3778,12
S01,Andhra Pradesh,3,2009,13,Nalgonda,GEN,BOLLA KARUNAKAR,M,GEN,33,IND,2920,13
S01,Andhra Pradesh,3,2009,13,Nalgonda,GEN,MD. NAZEEMUDDIN,M,GEN,50,IND,2475,14
S01,Andhra Pradesh,3,2009,14,Bhongir,GEN,KOMATIREDDY RAJ GOPAL REDDY,M,GEN,41,INC,504103,1
S01,Andhra Pradesh,3,2009,14,Bhongir,GEN,NOMULA NARSIMHAIAH,M,GEN,49,CPM,364215,2
S01,Andhra Pradesh,3,2009,14,Bhongir,GEN,CHANDRA MOULI GANDAM,M,GEN,48,PRAP,104872,3
S01,Andhra Pradesh,3,2009,14,Bhongir,GEN,CHINTHA SAMBA MURTHY,M,GEN,50,BJP,45898,4
S01,Andhra Pradesh,3,2009,14,Bhongir,GEN,SIRUPANGI RAMULU,M,SC,55,IND,28486,5
S01,Andhra Pradesh,3,2009,14,Bhongir,GEN,RUPANI RAMESH VADDERA,M,GEN,31,IND,14903,6
S01,Andhra Pradesh,3,2009,14,Bhongir,GEN,GUMMI BAKKA REDDY,M,GEN,75,IND,14112,7
S01,Andhra Pradesh,3,2009,14,Bhongir,GEN,SIDDHARTHA PHOOLEY,M,SC,39,BSP,11976,8
S01,Andhra Pradesh,3,2009,14,Bhongir,GEN,RACHA SUBHADRA REDDY,F,GEN,59,LSP,10866,9
S01,Andhra Pradesh,3,2009,14,Bhongir,GEN,PALLA PRABHAKAR REDDY,M,GEN,64,PPOI,8355,10
S01,Andhra Pradesh,3,2009,14,Bhongir,GEN,SANGU MALLAYYA,M,GEN,66,IND,5980,11
S01,Andhra Pradesh,3,2009,14,Bhongir,GEN,MEDI NARSIMHA,M,SC,31,IND,4378,12
S01,Andhra Pradesh,3,2009,14,Bhongir,GEN,MAMIDIGALLA JOHN BABU,M,SC,40,IND,4368,13
S01,Andhra Pradesh,3,2009,14,Bhongir,GEN,POOSA BALA KISHAN BESTA,M,GEN,35,IND,2784,14
S01,Andhra Pradesh,3,2009,14,Bhongir,GEN,PERUKA ANJAIAH,M,SC,46,IND,2494,15
